mybibtex_key,Author(s),Title,Outlet,DOI,Cluster,Year of publication,size,closeness_centrality,degree_centrality
purzycki_buddha_2019,purzycki bg;holland ec,buddha as a god: an empirical assessment,method \& theory in the study of religion,10.1163/15700682-12341453,1,2019,88,0.6668890039615698,0.4743276283618582
shipton_new_2019,shipton c;o'connor s;jankowski n;o'connor-veth t;kealy s;boulanger c,"a new 44,000-year sequence from asitau kuru (jerimalai), timor-leste, indicates long-term continuity in human behaviour",archaeological and anthropological sciences,10.1007/s12520-019-00840-5,4,2019,33,0.7437193914754747,0.4621026894865526
schmidt_birch_2019,schmidt p;blessing m;rageot m;iovita r;pfleging j;nickel kg;righetti l;tennie c,birch tar production does not prove neanderthal behavioral complexity,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1911137116,4,2019,79,0.3732412298335457,0.05867970660146699
garcia-rivero_ecological_2019,garcia-rivero d;perez-jorda g;garcia-vinas e;antonio lopez-saez j;taylor r;pena-chocarro l;bernaldez-sanchez e;perez-diaz s,ecological patterns and use of natural resources during the neolithic of the south of the iberian peninsula: an update from the 6th to 4th millennia cal bc sequence of dehesilla cave,quaternary science reviews,10.1016/j.quascirev.2019.07.010,2,2019,3,0.639507821419592,0.05378973105134474
xiao_42_2019,xiao j;zhang s;fan j;wen r;xu q;inouchi y;nakamura t,the 4.2 ka event and its resulting cultural interruption in the daihai lake basin at the east asian summer monsoon margin,quaternary international,10.1016/j.quaint.2018.06.025,2,2019,24,0.49758357818833354,0.1295843520782396
cortell-nicolau_wandering_2019,cortell-nicolau a;garcia-puchol o;barton cm;diez-castillo a;pardo-gordo s,wandering through the mesolithic. an archaeostatistical approach to explore the mobility patterns in eastern iberia,journal of archaeological science-reports,10.1016/j.jasrep.2019.101892,4,2019,4,0.6979133822625493,0.16625916870415647
greenbaum_was_2019,greenbaum g;friesem de;hovers e;feldman mw;kolodny o,was inter-population connectivity of neanderthals and modern humans the driver of the upper paleolithic transition rather than its product?,quaternary science reviews,10.1016/j.quascirev.2018.12.011,4,2019,27,0.807347011099698,0.7286063569682152
pargeter_understanding_2019,pargeter j;khreisheh n;stout d,understanding stone tool-making skill acquisition: experimental methods and evolutionary implications,journal of human evolution,10.1016/j.jhevol.2019.05.010,4,2019,26,0.8162127710556655,0.5427872860635696
yang_economic_2019,yang y;ren l;dong g;cui y;liu r;chen g;wang h;wilkin s;chen f,"economic change in the prehistoric hexi corridor (4800-2200 bp), north-west china",archaeometry,10.1111/arcm.12464,2,2019,38,0.7700085952079596,0.20293398533007334
schmid_evaluating_2020,schmid c,"evaluating cultural transmission in bronze age burial rites of central, northern and northwestern europe using radiocarbon data",adaptive behavior,10.1177/1059712319860842,3,2020,13,0.6682964648732383,0.6723716381418093
muscio_andean_2019,muscio h;cardillo m,andean phylogenies: cladistic analysis of lanceolate lithic points of the mid holocene of the puna of argentina and northern chile,relaciones,NA,1,2019,25,0.7225245514248663,0.38386308068459657
shilton_is_2019,shilton d,is language necessary for the social transmission of lithic technology?,journal of language evolution,10.1093/jole/lzz004,4,2019,39,0.620403220456958,0.18337408312958436
lycett_confirmation_2019,lycett sj,confirmation of the role of geographic isolation by distance in among-tribe variations in beadwork designs and manufacture on the high plains,archaeological and anthropological sciences,10.1007/s12520-018-0742-3,3,2019,10,0.7340000937892277,0.38386308068459657
lycett_cultural_2019,lycett sj,"cultural transmission in the post-contact plateau region and beyond: insights from funerary practices, fishing practices, clothing, and languages",journal of anthropological archaeology,10.1016/j.jaa.2019.04.005,3,2019,38,0.764793932812637,0.589242053789731
schmidt_mechanical_2019,schmidt p;buck g;berthold c;lauer c;nickel kg,the mechanical properties of heat-treated rocks: a comparison between chert and silcrete,archaeological and anthropological sciences,10.1007/s12520-018-0710-y,4,2019,103,0.6282422338291718,0.1271393643031785
riede_reconciling_2019,riede f;hoggard c;shennan s,reconciling material cultures in archaeology with genetic data requires robust cultural evolutionary taxonomies,palgrave communications,10.1057/s41599-019-0260-7,3,2019,171,0.7040945102989615,0.687041564792176
pepper_countering_2019,pepper i;vinik a;lattanzio f;mcpheat w;dobrian a,countering the modern metabolic disease rampage with ancestral endocannabinoid system alignment,frontiers in endocrinology,10.3389/fendo.2019.00311,4,2019,10,0.5270368274548987,0.014669926650366748
obrien_more_2019,o'brien mj,more on clovis learning: individual-level processes aggregate to form population-level patterns,paleoamerica,10.1080/20555563.2019.1600126,3,2019,28,0.8699113708020316,0.7041564792176039
amati_applying_2019,amati v;munson j;scholnick j;habiba h,applying event history analysis to explain the diffusion of innovations in archaeological networks,journal of archaeological science,10.1016/j.jas.2019.01.006,3,2019,1,0.6780215296667614,0.6772616136919315
hamilton_spatiotemporal_2019,hamilton mj;buchanan b;walker rs,"spatiotemporal diversification of projectile point types in western north america over 13,000 years",journal of archaeological science-reports,10.1016/j.jasrep.2019.01.029,4,2019,25,0.7518304581763997,0.6185819070904646
obrien_setting_2019,o'brien mj,setting the stage: the late pleistocene colonization of north america,quaternary,10.3390/quat2010001,3,2019,45,0.8891575176907247,0.5990220048899756
schillinger_flow_2019,schillinger k;lycett sj,the flow of culture: assessing the role of rivers in the inter-community transmission of material traditions in the upper amazon,journal of archaeological method and theory,10.1007/s10816-018-9369-z,3,2019,54,0.7266669517228658,0.4767726161369193
yuan_yuying_cultural_2019,yuan yuying yy,"cultural evolution and spatial-temporal distribution of archaeological sites from 9.5-2.3 ka bp in the yan-liao region, china",journal of geographical sciences,10.1007/s11442-019-1609-y,2,2019,10,0.40727427231131436,0.06356968215158924
shi_environmental_2019,shi z;chen t;storozum mj;liu f,"environmental and social factors influencing the spatiotemporal variation of archaeological sites during the historical period in the heihe river basin, northwest china",quaternary international,10.1016/j.quaint.2018.12.016,2,2019,73,0.5368423477996499,0.11735941320293398
acerbi_cognitive_2019,acerbi a,cognitive attraction and online misinformation,palgrave communications,10.1057/s41599-019-0224-y,1,2019,1,0.40774393134655607,0.0488997555012225
malinsky-buller_one_2019,malinsky-buller a;hovers e,one size does not fit all: group size and the late middle pleistocene prehistoric archive,journal of human evolution,10.1016/j.jhevol.2018.11.002,4,2019,43,0.7806733634905448,0.5525672371638142
rorabaugh_hunting_2019,rorabaugh an,hunting social networks on the salish sea before and after the bow and arrow,journal of archaeological science-reports,10.1016/j.jasrep.2018.11.040,3,2019,1,0.8376812001813733,0.7872860635696821
riede_doing_2019,riede f,doing palaeo-social volcanology: developing a framework for systematically investigating the impacts of past volcanic eruptions on human societies using archaeological datasets,quaternary international,10.1016/j.quaint.2018.01.027,4,2019,12,0.7505578176181765,0.17114914425427874
maloney_towards_2019,maloney tr,towards quantifying teaching and learning in prehistory using stone artifact reduction sequences,lithic technology,10.1080/01977261.2018.1564855,4,2019,1,0.773303482192389,0.7628361858190709
bartalesi_aesthetic_2019,bartalesi l,from the aesthetic mind to the human cultures: towards an anthropology of aesthetics,aisthesis-pratiche linguaggi e saperi dell estetico,10.13128/aisthesis-25618,1,2019,1,0.6822106258211852,0.30073349633251834
fahy_learning_2019,fahy j,learning to love krishna: a living theology of moral emotions,ethnos,10.1080/00141844.2017.1383500,1,2019,2,0.2695124340889783,0.017114914425427872
kroczak_christian_2019,kroczak j,christian forms of expressing beauty and the religious identity of old rus' (11-13th centuries) according to the hypatian codex,roczniki humanistyczne,10.18290/rh.2019.67.7-12,NA,NA,NA,NA,NA
nguyen_khac_su_con_2019,nguyen khac su nks,from con moong cave to an khe industry - new perceptions about vietnamese and regional prehistory,russian journal of vietnamese studies-vyetnamskiye issledovaniya,10.24411/2618-9453-2019-10016,NA,NA,NA,NA,NA
okumura_archaeology_2019,okumura m;araujo agm,"archaeology, biology, and borrowing: a critical examination of geometric morphometrics in archaeology",journal of archaeological science,10.1016/j.jas.2017.09.015,3,2019,58,0.7736067804578953,0.7775061124694377
peng_in-site_2019,peng w;huang x;zhang d;storozum mj;chen f,in-site pollen record from the dadiwan archaeological site and the human-environment relationship during marine oxygen isotope stage 3,quaternary research,10.1017/qua.2018.72,2,2019,102,0.7198893691226648,0.254278728606357
van_schaik_cultural_2019,van schaik cp,cultural anthropology's love-hate relationship with evolution: what will the future bring?,zeitschrift fur ethnologie,NA,1,2019,23,0.7085888725002313,0.6430317848410758
drost_toy_2018,drost cj;vander linden m,"toy story: homophily, transmission and the use of simple simulation models for assessing variability in the archaeological record",journal of archaeological method and theory,10.1007/s10816-018-9394-y,3,2018,5,0.6450229775729067,0.5965770171149144
langlie_building_2018,langlie bas,building ecological resistance: late intermediate period farming in the south-central highland andes (ce 1100-1450),journal of anthropological archaeology,10.1016/j.jaa.2018.06.005,5,2018,1,0.8006967247286156,0.05867970660146699
palmie_keywords_2018,palmie s,keywords in african diaspora africanisms,african diaspora,10.1163/18725465-01101005,NA,NA,NA,NA,NA
scott_pollen-interpreted_2018,scott l;neumann fh,pollen-interpreted palaeoenvironments associated with the middle and late pleistocene peopling of southern africa,quaternary international,10.1016/j.quaint.2018.02.036,4,2018,7,0.6308072975474397,0.07579462102689487
fort_estimating_2018,fort j;merce pareta m;sorensen l,estimating the relative importance of demic and cultural diffusion in the spread of the neolithic in scandinavia,journal of the royal society interface,10.1098/rsif.2018.0597,2,2018,13,0.597610882856103,0.34963325183374083
zeder_why_2018,zeder ma,why evolutionary biology needs anthropology: evaluating core assumptions of the extended evolutionary synthesis,evolutionary anthropology,10.1002/evan.21747,1,2018,40,0.7532532708976823,0.6259168704156479
dorland_touch_2018,dorland sgh,the touch of a child: an analysis of fingernail impressions on late woodland pottery to identify childhood material interactions,journal of archaeological science-reports,10.1016/j.jasrep.2018.07.020,3,2018,4,0.6715755960638821,0.28361858190709044
guilaine_sirets_2018,guilaine j,siret's smile,antiquity,10.15184/aqy.2018.112,2,2018,10,0.16267173676056765,0.004889975550122249
matic_de-colonizing_2018,matic u,de-colonizing the historiography and archaeology of ancient egypt and nubia. part 1. scientific racism,journal of egyptian history,10.1163/18741665-12340041,3,2018,9,0.5154551628026477,0.014669926650366748
prentiss_evolution_2018,prentiss am;walsh mj;foor ta,evolution of early thule material culture: cultural transmission and terrestrial ecology,human ecology,10.1007/s10745-017-9963-9,3,2018,37,0.7401217772113025,0.7701711491442543
florin_moving_2018,florin sa;carah x,moving past the `neolithic problem': the development and interaction of subsistence systems across northern sahul,quaternary international,10.1016/j.quaint.2016.12.033,5,2018,21,0.8585844512933601,0.1393643031784841
perreault_time-averaging_2018,perreault c,time-averaging slows down rates of change in the archaeological record,journal of archaeological method and theory,10.1007/s10816-018-9364-4,3,2018,37,0.7059193887130032,0.4229828850855746
purzycki_cognitive_2018,purzycki bg;pisor ac;apicella q;cohen e;henrich j;mcelreath r;mcnamara ra;norenzayan a;willard ak;xygalatas d,the cognitive and cultural foundations of moral behavior,evolution and human behavior,10.1016/j.evolhumbehav.2018.04.004,1,2018,49,0.6113647503866585,0.1466992665036675
brewer_cultural_2018,brewer j;riede f,cultural heritage and climate adaptation: a cultural evolutionary perspective for the anthropocene,world archaeology,10.1080/00438243.2018.1527246,1,2018,5,0.712457741202141,0.2616136919315403
coto-sarmiento_identifying_2018,coto-sarmiento m;rubio-campillo x;remesal j,identifying social learning between roman amphorae workshops through morphometric similarity,journal of archaeological science,10.1016/j.jas.2018.06.002,3,2018,3,0.5765063658575356,0.58679706601467
stanish_feasting_2018,stanish c;tantalean h;knudson k,"feasting and the evolution of cooperative social organizations circa 2300 bp in paracas culture, southern peru",proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1806632115,5,2018,14,0.7031388408754425,0.05623471882640587
forth_living_2018,forth g,"``living' in nage, or the meaning of ``life' in an eastern indonesian society",oceania,10.1002/ocea.5187,1,2018,12,0.5738976587904013,0.07090464547677261
mesoudi_what_2018,mesoudi a;thornton a,what is cumulative cultural evolution?,proceedings of the royal society b-biological sciences,10.1098/rspb.2018.0712,4,2018,164,0.7443315286235835,0.6528117359413202
cochrane_evolution_2018,cochrane ee,the evolution of migration: the case of lapita in the southwest pacific,journal of archaeological method and theory,10.1007/s10816-017-9345-z,3,2018,6,0.8559252702539297,0.8166259168704156
grove_hunter-gatherers_2018,grove m,hunter-gatherers adjust mobility to maintain contact under climatic variation,journal of archaeological science-reports,10.1016/j.jasrep.2018.04.003,4,2018,13,0.8147075823611334,0.4352078239608802
cirkovic_post-postbiological_2018,cirkovic mm,post-postbiological evolution?,futures,10.1016/j.futures.2018.03.010,1,2018,1,0.1420254044091833,0.004889975550122249
smith_origins_2018,smith hl;goebel t,origins and spread of fluted-point technology in the canadian ice-free corridor and eastern beringia,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1800312115,3,2018,1,0.5679641291914381,0.37897310513447435
garvey_current_2018,garvey r,current and potential roles of archaeology in the development of cultural evolutionary theory,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2017.0057,3,2018,8,0.6800039270825462,0.6136919315403423
kolodny_evolution_2018,kolodny o;edelman s,the evolution of the capacity for language: the ecological context and adaptive value of a process of cognitive hijacking,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2017.0052,4,2018,17,0.8018162377830582,0.17114914425427874
gilgenmann_evolutionary_2018,gilgenmann k,evolutionary anthropologies and the social sciences in dieter claessens,iride-filosofia e discussione pubblica,10.1414/90191,1,2018,1,0.408236415376224,0.21271393643031786
hoyer_empirical_2018,hoyer d;manning jg,"empirical regularities across time, space, and culture: a critical review of comparative methods in ancient historical research",historia-zeitschrift fur alte geschichte,10.25162/historia-2018-0006,1,2018,13,0.6987503761400599,0.2591687041564792
morita_demographic_2018,morita m,demographic studies enhance the understanding of evolutionarily (mal) adaptive behaviors and phenomena in humans: a review on fertility decline and an integrated model,population ecology,10.1007/s10144-017-0597-y,1,2018,42,0.7977128964747671,0.5256723716381418
zwissler_in_2018,zwissler l,"in the study of the witch: women, shadows, and the academic study of religions",religions,10.3390/rel9040105,5,2018,76,0.4765019327470495,0.012224938875305624
billiard_stochasticity_2018,billiard s;alvergne a,stochasticity in cultural evolution: a revolution yet to happen,history and philosophy of the life sciences,10.1007/s40656-017-0173-y,3,2018,7,0.7080101868095792,0.7481662591687042
kolipakam_bayesian_2018,kolipakam v;jordan fm;dunn sj;bouckaert r;gray a,a bayesian phylogenetic study of the dravidian language family,royal society open science,10.1098/rsos.171504,1,2018,1,0.5323828745869412,0.04645476772616137
rappaport_evolution_2018,rappaport mb;corbally c,evolution of religious capacity in the genus homo: trait complexity in action through compassion,zygon,10.1111/zygo.12388,1,2018,18,0.6278066210821103,0.061124694376528114
wood_wound_2018,wood j;fitzhugh b,"wound ballistics: the prey specific implications of penetrating trauma injuries from osseous, flaked stone, and composite inset microblade projectiles during the pleistocene/holocene transition, alaska usa",journal of archaeological science,10.1016/j.jas.2017.10.006,3,2018,11,0.6120224975977772,0.3643031784841076
cui_yifu_spatiotemporal_2018,cui yifu cyf;liu yujia lyj;ma minmin mmm,"spatiotemporal evolution of prehistoric neolithic-bronze age settlements and influencing factors in the guanting basin, northeast tibetan plateau",science china-earth sciences,10.1007/s11430-017-9138-8,2,2018,9,0.6038426856848972,0.15158924205378974
ting_indigenous_2018,ting c;hung ju;hofman cl;degryse p,indigenous technologies and the production of early colonial ceramics in dominican republic,journal of archaeological science-reports,10.1016/j.jasrep.2017.10.035,3,2018,155,0.6452395256002483,0.36185819070904646
wakano_ecocultural_2018,wakano jy;gilpin w;kadowaki mw;aoki k,ecocultural range-expansion scenarios for the replacement or assimilation of neanderthals by modern humans,theoretical population biology,10.1016/j.tpb.2017.09.004,4,2018,151,0.7626692201946222,0.4254278728606357
turchin_quantitative_2018,turchin p;currie te;whitehouse p;feeney k;mullins d;hoyer d;collins c;grohmann s;savage g;turner e;dupeyron a;cioni e;reddish j;levine j;jordan e;williams a;cesaretti r;krueger m;ceccarelli a;figliulo-rosswurm j;tuan pj;peregrine p;marciniak a;preiser-kapeller j;kradin n;korotayev a;palmisano a;baker d;bidmead j;bol d;cook c;covey a;feinman ad;kristinsson a;miksic r;petrie c;rudiak-gould p;ter haar b;wallace v;mair v;xie l;baines j;bridges e;manning j;lockhart a;spencer c,quantitative historical analysis uncovers a single dimension of complexity that structures global variation in human social organization,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1708800115,5,2018,27,0.7150662417598648,0.26405867970660146
arbib_comparative_2018,arbib ma;aboitiz f;burkart m;coude g;hecht e;lieba m;pustejovsky j;putt f;russon ae;schoenemann u;semendeferi k;sinha c;stout d;volterra v;wacewicz s;wilson b,the comparative neuroprimatology 2018 (cnp-2018) road map for research on how the brain got language,interaction studies,10.1075/is.18013.arb,4,2018,1,0.355639704923336,0.019559902200488997
lycett_david_2018,lycett sj;shennan sj,david clarke's analytical archaeology at 50,world archaeology,10.1080/00438243.2018.1470561,3,2018,22,0.7483857385859664,0.7359413202933985
miller-atkins_time-averaging_2018,miller-atkins g;premo ls,time-averaging and the spatial scale of regional cultural differentiation in archaeological assemblages,science and technology of archaeological research,10.1080/20548923.2018.1504490,4,2018,15,0.6146529849022178,0.6699266503667481
peregrine_social_2018,peregrine pn,social resilience to climate-related disasters in ancient societies: a test of two hypotheses,weather climate and society,10.1175/wcas-d-17-0052.1,2,2018,9,0.7232870751342303,0.1882640586797066
psomiadis_speleothem_2018,psomiadis d;dotsika e;albanakis k;ghaleb c,speleothem record of climatic changes in the northern aegean region (greece) from the bronze age to the collapse of the roman empire,palaeogeography palaeoclimatology palaeoecology,10.1016/j.palaeo.2017.10.021,2,2018,64,0.5392537729946658,0.10513447432762836
purzycki_evolution_2018,purzycki bg;henrich j;apicella qd;baimel a;cohen e;mcnamara ra;willard ak;xygalatas d;norenzayan a,the evolution of religion and morality: a synthesis of ethnographic and experimental evidence from eight societies,religion brain \& behavior,10.1080/2153599x.2016.1267027,1,2018,96,0.7728935081814513,0.17114914425427874
riede_role_2018,riede f;johannsen nn;hogberg a;nowell a;lombard m,the role of play objects and object play in human cognitive evolution and innovation,evolutionary anthropology,10.1002/evan.21555,3,2018,37,0.7708530009608047,0.4669926650366748
singh_cultural_2018,singh m,the cultural evolution of shamanism,behavioral and brain sciences,10.1017/s0140525x17001893,NA,NA,NA,NA,NA
sterelny_religion_2018,sterelny k,religion re-explained,religion brain \& behavior,10.1080/2153599x.2017.1323779,4,2018,13,0.74220887800545,0.4400977995110024
suchowska-ducke_new_2018,suchowska-ducke p,new technologies and transformations in the european bronze age: the case of naue ii swords,bulgarsko e-spisanie za arkheologiya-bulgarian e-journal of archaeology,NA,5,2018,53,0.40994782317765177,0.034229828850855744
eerkens_evolution_2017,eerkens jw;de voogt a,the evolution of cubic dice: from the roman through post-medieval period in the netherlands,acta archaeologica,10.1111/j.1600-0390.2017.12182.x,6,2017,7,0.3725513083404146,0.007334963325183374
lee_late-occurring_2017,lee hw,late-occurring handaxes in korea: their homogeneity and variability,archaeologies-journal of the world archaeological congress,10.1007/s11759-017-9326-6,4,2017,28,0.7595698657933718,0.24205378973105135
lycett_cultural_2017,lycett sj,cultural patterns within and outside of the post-contact great plains as revealed by parfleche characteristics: implications for areal arrangements in artifactual data,journal of anthropological archaeology,10.1016/j.jaa.2017.07.003,3,2017,14,0.7814558034188631,0.3594132029339853
tremayne_mid_2017,tremayne ah;brown wa,"mid to late holocene population trends, culture change and marine resource intensification in western alaska",arctic,10.14430/arctic4681,2,2017,7,0.8329090079571736,0.5672371638141809
edinborough_radiocarbon_2017,edinborough k;porcic m;martindale a;brown tj;supernant k;ames km,radiocarbon test for demographic events in written and oral history,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1713012114,2,2017,2,0.6290059305464849,0.17114914425427874
li_human_2017,li h;liu f;cui y;ren l;storozum mj;qin z;wang j;dong g,"human settlement and its influencing factors during the historical period in an oasis-desert transition zone of dunhuang, hexi corridor, northwest china",quaternary international,10.1016/j.quaint.2016.11.044,2,2017,77,0.6080375847662389,0.12469437652811736
lewens_human_2017,lewens t,"human nature, human culture: the case of cultural evolution",interface focus,10.1098/rsfs.2017.0018,1,2017,78,0.640841443957287,0.6356968215158925
bebber_tempered_2017,bebber mr,tempered strength: a controlled experiment assessing opportunity costs of adding temper to clay,journal of archaeological science,10.1016/j.jas.2017.08.002,3,2017,1,0.741605102485223,0.5134474327628362
sedova_methodological_2017,sedova t,methodological relevance of the concept of culture,filozofia,NA,NA,NA,NA,NA,NA
tennie_early_2017,tennie c;premo ls;braun dr;mcpherron sp,early stone tools and cultural transmission: resetting the null hypothesis,current anthropology,10.1086/693846,NA,NA,NA,NA,NA
bisin_evolution_2017,bisin a,"the evolution of value systems: a review essay on ian morris's foragers, farmers, and fossil fuels",journal of economic literature,10.1257/jel.20151352,1,2017,10,0.5580776128266357,0.5012224938875306
dibble_major_2017,dibble hl;holdaway sj;lin sc;braun dr;douglass mj;iovita r;mcpherron sp;olszewski di;sandgathe d,major fallacies surrounding stone artifacts and assemblages,journal of archaeological method and theory,10.1007/s10816-016-9297-8,4,2017,31,0.9261668588879899,0.4841075794621027
marks_what_2017,marks j,what if the human mind evolved for nonrational thought? an anthropological perspective,zygon,10.1111/zygo.12350,1,2017,94,0.6437215647830858,0.20537897310513448
watkins_pleistocene_2017,watkins t,from pleistocene to holocene: the prehistory of southwest asia in evolutionary context,history and philosophy of the life sciences,10.1007/s40656-017-0152-3,4,2017,7,0.7337986554434881,0.43765281173594134
allcock_long-term_2017,allcock sl,"long-term socio-environmental dynamics and adaptive cycles in cappadocia, turkey during the holocene",quaternary international,10.1016/j.quaint.2017.06.065,2,2017,1,0.6795829867793565,0.1100244498777506
peters_resilience_2017,peters r;zimmermann a,resilience and cyclicity: towards a macrohistory of the central european neolithic,quaternary international,10.1016/j.quaint.2017.03.073,5,2017,41,0.6830970351849431,0.5281173594132029
bar-yosef_can_2017,bar-yosef o,can archaeology tell us about the evolution of cognition and language?,journal of neurolinguistics,10.1016/j.jneuroling.2016.11.009,4,2017,1,0.6818048212846317,0.30317848410757947
smith_stern_2017,smith jd,"``stern champion of the human race, of man as human'': alexander f. chamberlain and reform in the age of imperialism and jim crow",journal of american studies,10.1017/s0021875816001274,3,2017,129,0.5748730311458827,0.014669926650366748
toffolo_10400-year-old_2017,toffolo mb;ullman m;caracuta s;boaretto e,"a 10,400-year-old sunken lime kiln from the early pre-pottery neolithic b at the nesher-ramla quarry (el-khirbe), israel",journal of archaeological science-reports,10.1016/j.jasrep.2017.06.014,2,2017,30,0.5144076992952696,0.097799511002445
derrico_identifying_2017,d'errico f;banks we;warren dl;sgubin g;van niekerk k;henshilwood c;daniau al;goni mfs,identifying early modern human ecological niche expansions and associated cultural dynamics in the south african middle stone age,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1620752114,4,2017,12,0.6970318543885848,0.28361858190709044
stout_evolutionary_2017,stout d;hecht ee,evolutionary neuroscience of cumulative culture,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1620738114,4,2017,2,0.7417325270101947,0.39119804400978
bai_yijun_5400_2017,bai yijun by;zhang pingzhong zpz;gao tao gt;yu renzhe yrz;zhou;pengchao zpc;cheng hai ch,the 5400 a bp extreme weakening event of the asian summer monsoon and cultural evolution,science china-earth sciences,10.1007/s11430-016-9017-3,2,2017,1,0.6272911142143502,0.1198044009779951
buskell_what_2017,buskell a,what are cultural attractors?,biology \& philosophy,10.1007/s10539-017-9570-6,1,2017,1,0.6432355063787363,0.6577017114914425
chen_early_2017,chen s;yu pl,early ``neolithics'' of china: variation and evolutionary implications,journal of anthropological research,NA,2,2017,6,0.6467320055700042,0.16625916870415647
schillinger_differences_2017,schillinger k;mesoudi a;lycett sj,differences in manufacturing traditions and assemblage-level patterns: the origins of cultural differences in archaeological data,journal of archaeological method and theory,10.1007/s10816-016-9280-4,3,2017,110,0.693260924055677,0.6919315403422983
werner_middle_2017,werner jj;willoughby pr,"middle stone age technology and cultural evolution at magubike rockshelter, southern tanzania",african archaeological review,10.1007/s10437-017-9254-2,4,2017,9,0.6722314056844094,0.4132029339853301
creanza_greater_2017,creanza n;kolodny o;feldman mw,greater than the sum of its parts? modelling population contact and interaction of cultural repertoires,journal of the royal society interface,10.1098/rsif.2017.0171,4,2017,2,0.7813171114282087,0.7432762836185819
raffield_male-biased_2017,raffield b;price n;collard m,male-biased operational sex ratios and the viking phenomenon: an evolutionary anthropological perspective on late iron age scandinavian raiding,evolution and human behavior,10.1016/j.evolhumbehav.2016.10.013,6,2017,35,0.39072130304276526,0.012224938875305624
oconnor_fishhook_2017,o'connor jt;white fj;hunt tl,fishhook variability and cultural transmission in east polynesia,archaeology in oceania,10.1002/arco.5120,3,2017,2,0.6657213454571321,0.6063569682151589
discamps_reconstructing_2017,discamps e;royer a,reconstructing palaeoenvironmental conditions faced by mousterian hunters during mis 5 to 3 in southwestern france: a multi-scale approach using data from large and small mammal communities,quaternary international,10.1016/j.quaint.2016.02.067,4,2017,27,0.7675905841429409,0.09290953545232274
buchanan_environment-induced_2017,buchanan b;chao a;chiu ch;colwell rk;o'brien mj;werner a;eren mi,environment-induced changes in selective constraints on social learning during the peopling of the americas,scientific reports,10.1038/srep44431,3,2017,1,0.654078263199697,0.4180929095354523
clarke_swashbuckling_2017,clarke e;heyes c,the swashbuckling anthropologist: henrich on the secret of our success,biology \& philosophy,10.1007/s10539-016-9554-y,1,2017,3,0.5767588082899563,0.2885085574572127
last_big_2017,last c,"big historical foundations for deep future speculations: cosmic evolution, atechnogenesis, and technocultural civilization",foundations of science,10.1007/s10699-015-9434-y,1,2017,10,0.881712333641589,0.28361858190709044
amick_evolving_2017,amick ds,evolving views on the pleistocene colonization of north america,quaternary international,10.1016/j.quaint.2015.12.030,3,2017,1,0.9073638582888877,0.7603911980440098
suarez_human_2017,suarez r,"the human colonization of the southeast plains of south america: climatic conditions, technological innovations and the peopling of uruguay and south of brazil",quaternary international,10.1016/j.quaint.2016.02.018,4,2017,236,0.6702446749400283,0.12224938875305623
purzycki_anthrotools_2017,purzycki bg;jamieson-lane a,anthrotools: an r package for cross-cultural ethnographic data analysis,cross-cultural research,10.1177/1069397116680352,1,2017,7,0.5846283503125942,0.029339853300733496
yang_copper_2017,yang y;dong g;zhang s;cui y;li h;chen g;dodson j;chen f,"copper content in anthropogenic sediments as a tracer for detecting smelting activities and its impact on environment during prehistoric period in hexi corridor, northwest china",holocene,10.1177/0959683616658531,2,2017,59,0.6535072375154026,0.097799511002445
isern_modeling_2017,isern n;zilhao j;fort j;ammerman aj,modeling the role of voyaging in the coastal spread of the early neolithic in the west mediterranean,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1613413114,2,2017,23,0.6029788921174521,0.3056234718826406
bendixen_peering_2017,bendixen t;purzycki bg,peering into the minds of gods: what cross-cultural variation in gods' concerns can tell us about the evolution of religion,journal for the cognitive science of religion,10.1558/jcsr.40951,1,2017,2,0.844002016241703,0.5256723716381418
clarkson_teaching_2017,clarkson c,teaching complex flint knapping strategies in the classroom using ``potato knapping'',lithic technology,10.1080/01977261.2017.1385213,4,2017,1,0.5211050952164378,0.18337408312958436
dotte-sarout_how_2017,dotte-sarout e,how dare our `prehistoric' have a prehistory of their own?! the interplay of historical and biographical contexts in early french archaeology of the pacific,journal of pacific archaeology,NA,5,2017,4,0.46572239134079296,0.009779951100244499
hays_theological_2017,hays c;burdett m,a theological cartography of cultural evolution,theology and science,10.1080/14746700.2017.1369760,1,2017,14,0.5790345975702207,0.23471882640586797
homsher_amorite_2017,homsher rs;cradic ms,the amorite problem: resolving an historical dilemma,levant,10.1080/00758914.2017.1418038,2,2017,11,0.9018097248560264,0.2273838630806846
livni_testing_2017,livni j,testing competing archaeological theories of israel's origins using computation techniques,archeologia e calcolatori,NA,4,2017,39,0.6560222589146887,0.44254278728606355
